list-id-m,2,4,4,24,38931056,1622127,701061
list-id-m,2,8,4,48,45574280,949464,458438
list-id-m,4,2,4,24,61100866,2545869,3417325
list-id-m,4,4,4,48,49901577,1039616,1960324
list-id-m,4,8,4,96,48276776,502883,631008
list-id-m,4,16,4,192,61478655,320201,375215
list-id-m,8,1,4,24,412437,17184,2292
list-id-m,8,4,4,96,109783042,1143573,3341359
list-id-m,8,8,4,192,88132839,459025,1572921
list-id-m,8,16,4,384,62597522,163014,817774
list-id-m,12,1,4,36,1020821,28356,248
list-id-m,12,2,4,72,5152819,71566,294
list-id-m,12,4,4,144,1205620,8372,42058
list-id-m,12,8,4,288,100700001,349652,1966708
list-id-m,16,1,4,48,601950,12540,124
list-id-m,16,2,4,96,562585,5860,81
list-id-m,16,4,4,192,1573720,8196,291
list-id-m,16,8,4,384,3018572,7860,81582
list-none-m,1,1000,1,3000,380232,126,40
list-none-m,4,1000,1,12000,8965382,747,1357
list-none-s,1,1000,1,3000,340755,113,34
list-none-s,2,1000,1,6000,1448301,241,286
list-none-s,4,1000,1,12000,7002952,583,1943
list-none-s,12,1000,1,36000,32377836,899,9104
list-none-m,1,1000,4,3000,354886,118,36
list-none-m,2,1000,4,6000,4420610,736,557
list-none-s,1,1000,4,3000,9778866,3259,462
list-none-s,2,1000,4,6000,9295297,1549,328
list-none-s,4,1000,4,12000,4985954,415,304
list-none-s,8,1000,4,24000,6333676,263,332
list-none-m,1,1000,8,3000,1773943,591,254
list-none-m,2,1000,8,6000,3144115,524,407
list-none-s,1,1000,8,3000,470149,156,42
list-none-s,2,1000,8,6000,2879448,479,270
list-none-m,1,1000,16,3000,770115,256,51
list-none-m,2,1000,16,6000,2834436,472,307
list-none-m,4,1000,16,12000,14487815,1207,275
list-none-s,1,1000,16,3000,1107400,369,233
list-none-s,2,1000,16,6000,1566456,261,244
list-none-s,4,1000,16,12000,21111302,1759,225
list-none-m,1,1000,1,3000,10360539,3453,199
list-none-m,2,1000,1,6000,24089485,4014,2379
list-none-m,4,1000,1,12000,25970941,2164,2109
list-none-s,1,1000,1,3000,14866012,4955,482
list-none-s,2,1000,1,6000,15425805,2570,379
list-none-s,4,1000,1,12000,17176214,1431,441
list-id-none,1,1,4,3,161839,53946,0
list-id-none,1,2,4,6,262301,43716,0
list-id-none,1,4,4,12,259591,21632,0
list-id-none,1,8,4,24,209263,8719,0
list-id-none,1,16,4,48,309871,6455,0
list-id-none,2,1,4,6,54996011,9166001,0
list-id-none,2,2,4,12,25790871,2149239,0
list-id-none,2,8,4,48,41050627,855221,0
list-id-s,1,1,4,3,35236150,11745383,125
list-id-s,1,2,4,6,32950263,5491710,543
list-id-s,1,4,4,12,27941143,2328428,574
list-id-s,1,8,4,24,23404049,975168,354
list-id-s,1,16,4,48,24649075,513522,408
list-id-s,2,1,4,6,51593315,8598885,4333069
list-id-s,2,4,4,24,50501773,2104240,1083600
list-id-m,1,1,4,3,68297353,22765784,648
list-id-m,1,2,4,6,80731688,13455281,323
list-id-m,1,4,4,12,34080380,2840031,305
list-id-m,1,8,4,24,40033548,1668064,203
list-id-m,1,16,4,48,36088440,751842,425
list-id-m,2,1,4,6,57106283,9517713,442
list-id-m,2,2,4,12,58729918,4894159,421
list-id-m,2,4,4,24,70970457,2957102,1625404
list-id-m,2,8,4,48,34737450,723696,87098
list-id-m,2,16,4,96,31553344,328680,94004
list-id-m,4,1,4,12,51150851,4262570,6337355
list-id-m,4,2,4,24,70497972,2937415,2333622
list-id-m,4,4,4,48,92004683,1916764,3206583
list-id-m,4,8,4,96,73947799,770289,895990
list-id-m,4,16,4,192,51318841,267285,245952
list-id-m,8,1,4,24,89115506,3713146,11785784
list-id-m,8,2,4,48,83001531,1729198,4674401
list-id-m,12,1,4,36,146206686,4061296,19508628
list-id-m,12,2,4,72,158956344,2207727,11180415
list-id-m,16,1,4,48,254157907,5294956,40484822
list-id-m,16,2,4,96,248839963,2592082,17015076
list-id-m,16,4,4,192,141990594,739534,5926788
list-none-m,1,1000,1,3000,29072429,9690,267
list-none-m,2,1000,1,6000,43982159,7330,103
list-none-s,1,1000,1,3000,10730949,3576,44
list-none-s,2,1000,1,6000,875216,145,42
list-none-s,4,1000,1,12000,24779234,2064,120
list-none-m,1,1000,4,3000,11589342,3863,731
list-none-m,4,1000,4,12000,34337307,2861,1842
list-none-s,1,1000,4,3000,450040,150,44
list-none-s,2,1000,4,6000,2597999,432,42
list-none-s,4,1000,4,12000,14017014,1168,40
list-none-m,1,1000,8,3000,4539116,1513,700
list-none-m,2,1000,8,6000,11420240,1903,114
list-none-m,4,1000,8,12000,31742948,2645,181
list-none-s,1,1000,8,3000,22973592,7657,466
list-none-s,2,1000,8,6000,16003225,2667,232
list-none-s,4,1000,8,12000,51183785,4265,315
list-none-s,8,1000,8,24000,39777026,1657,219
list-none-m,1,1000,16,3000,12088895,4029,53
list-none-m,2,1000,16,6000,22873355,3812,204
list-none-m,4,1000,16,12000,33746233,2812,205
list-none-s,1,1000,16,3000,12149627,4049,100
list-none-s,2,1000,16,6000,28664104,4777,2791
list-none-s,4,1000,16,12000,22670930,1889,691
